index,filename,width,height,mse,psnr,error
0,100_img_.png,800,450,3340.93212890625,12.892127990722656,
1,10139.png,640,360,1113.1063232421875,17.66543960571289,
2,10151.png,640,360,1513.809814453125,16.33009147644043,
3,101_img_.png,550,363,1082.7864990234375,17.785375595092773,
4,102_img_.png,750,562,2384.8134765625,14.356260299682617,
5,104_img_.png,1000,750,578.9228515625,20.504596710205078,
6,105_img_.png,485,366,3667.433837890625,12.487181663513184,
7,106_img_.png,440,300,1387.8807373046875,16.70728302001953,
8,107_img_.png,550,370,1692.5067138671875,15.845499992370605,
9,108_img_.png,700,496,992.7662353515625,18.16233253479004,
10,10909.png,640,360,1285.0340576171875,17.041658401489258,
11,10945.png,640,360,2376.970947265625,14.370565414428711,
12,109_img_.png,1200,850,3332.541015625,12.90304946899414,
13,10_img_.png,1280,803,6231.9189453125,10.184585571289062,
14,11052.png,640,360,1111.4776611328125,17.671796798706055,
15,11064.png,640,360,1339.185302734375,16.862396240234375,
16,111_img_.png,500,248,3567.335693359375,12.607364654541016,
17,112_img_.png,2000,1450,1414.2421875,16.625566482543945,
18,11374.png,640,360,709.8275146484375,19.61927604675293,
19,11398.png,640,360,715.4034423828125,19.58529281616211,
20,113_img_.png,1280,853,1041.5047607421875,17.954191207885742,
21,114_img_.png,1024,576,2616.53564453125,13.953537940979004,
22,115_img_.png,1200,747,527.691650390625,20.907001495361328,
23,116_img_.png,1024,709,1032.9501953125,17.99001121520996,
24,117_img_.png,640,480,1415.5438232421875,16.621570587158203,
25,118_img_.png,640,480,1925.2738037109375,15.285879135131836,
26,11_img_.png,1280,798,96.95893859863281,28.26492691040039,
27,120_img_.png,640,480,2332.957763671875,14.45173454284668,
28,121_img_.png,900,600,814.886474609375,19.019834518432617,
29,1225.png,1280,720,735.0757446289062,19.467483520507812,
30,12290.png,1280,720,9409.1669921875,8.395292282104492,
31,12299.png,1280,720,6235.64599609375,10.181989669799805,
32,122_img_.png,640,480,1462.372802734375,16.480222702026367,
33,12324.png,1280,720,6226.7646484375,10.188179969787598,
34,12336.png,1280,720,3783.367431640625,12.352018356323242,
35,12348.png,1280,720,7679.69873046875,9.277361869812012,
36,123_img_.png,640,480,2477.406005859375,14.190832138061523,
37,12422.png,1280,720,3090.630859375,13.23033332824707,
38,12433.png,1280,720,1177.579833984375,17.420900344848633,
39,12445.png,1280,670,1327.369384765625,16.90088653564453,
40,124_img_.png,640,480,1996.175048828125,15.128817558288574,
41,125_img_.png,640,480,1973.911376953125,15.17752742767334,
42,12900.png,1280,720,1638.2244873046875,15.987070083618164,
43,129_img_.png,1200,850,5429.68115234375,10.783061027526855,
44,130_img_.png,640,480,1537.1939697265625,16.263517379760742,
45,131_img_.png,640,480,1943.94140625,15.243972778320312,
46,133_img_.png,640,480,2776.21337890625,13.69627571105957,
47,135_img_.png,640,480,1908.5174560546875,15.323843002319336,
48,136_img_.png,650,365,1171.5777587890625,17.443092346191406,
49,137_img_.png,640,480,2673.3505859375,13.860244750976562,
50,138_img_.png,640,480,1681.8095703125,15.87303638458252,
51,139_img_.png,1200,850,8019.39599609375,9.089386940002441,
52,13_img_.png,980,615,1316.5218505859375,16.9365234375,
53,1407.png,1280,720,716.9036865234375,19.576194763183594,
54,140_img_.png,1200,751,1261.8941650390625,17.120574951171875,
55,141_img_.png,640,480,2282.939697265625,14.545859336853027,
56,142_img_.png,794,481,8122.67041015625,9.033815383911133,
57,143_img_.png,1200,850,2356.8828125,14.407423973083496,
58,144_img_.png,640,480,2296.9013671875,14.519381523132324,
59,145_img_.png,640,480,728.96875,19.50371551513672,
60,146_img_.png,640,480,5552.01904296875,10.686293601989746,
61,148_img_.png,640,480,2665.39111328125,13.873194694519043,
62,1491.png,1280,720,2833.70751953125,13.607254028320312,
63,149_img_.png,287,409,2023.3995361328125,15.069988250732422,
64,14_img_.png,1280,803,995.353271484375,18.151031494140625,
65,15001.png,1280,720,603.744140625,20.322275161743164,
66,15003.png,1280,720,631.7301635742188,20.125486373901367,
67,15045.png,1280,720,1170.7164306640625,17.446287155151367,
68,15094.png,1280,720,1786.0394287109375,15.611894607543945,
69,150_img_.png,640,480,1636.2369384765625,15.992341995239258,
70,15113.png,1280,720,2286.431396484375,14.53922176361084,
71,15136.png,1280,720,2242.47412109375,14.623529434204102,
72,151_img_.png,640,480,983.2083740234375,18.204349517822266,
73,152_img_.png,500,379,2599.93408203125,13.981180191040039,
74,1539.png,1280,720,1747.0677490234375,15.707706451416016,
75,153_img_.png,640,480,442.5585632324219,21.671096801757812,
76,15418.png,1280,720,3616.4013671875,12.5480375289917,
77,15426.png,1280,720,1337.43310546875,16.868083953857422,
78,154_img_.png,640,480,2649.84716796875,13.898595809936523,
79,15544.png,1280,720,852.86279296875,18.82201385498047,
80,155_img_.png,660,478,407.00286865234375,22.034828186035156,
81,156_img_.png,640,480,1762.1900634765625,15.670276641845703,
82,15704.png,1280,720,2125.11669921875,14.856976509094238,
83,1573.png,1280,720,1336.8541259765625,16.869962692260742,
84,157_img_.png,640,480,1178.5037841796875,17.41749382019043,
85,158_img_.png,640,480,1710.88232421875,15.798602104187012,
86,159_img_.png,640,480,2469.019287109375,14.205559730529785,
87,15_img_.png,800,521,524.8180541992188,20.93071746826172,
88,160_img_.png,800,1150,3599.306640625,12.568615913391113,
89,161_img_.png,640,480,1129.4989013671875,17.601945877075195,
90,162_img_.png,640,480,990.0468139648438,18.174245834350586,
91,163_img_.png,640,480,754.6129150390625,19.353561401367188,
